session_id,session_date,device_type,user_id,month
20196,2024-04-06,Desktop,850,4
20197,2024-04-02,Desktop,37212,4
20198,2024-04-02,Mobile,21833,4
20199,2024-04-11,Mobile,43442,4
20200,2024-04-17,Tablet,40501,4
20201,2024-04-22,Mobile,2458,4
20202,2024-04-29,Mobile,4060,4
20203,2024-04-07,Mobile,31540,4
20204,2024-04-30,Desktop,41944,4
20205,2024-04-25,Mobile,47246,4
20206,2024-04-01,Mobile,16704,4
20207,2024-04-26,Mobile,12727,4
20208,2024-04-14,Mobile,3292,4
20209,2024-04-04,Mobile,49497,4
20210,2024-04-02,Tablet,20637,4
20211,2024-04-05,Mobile,16272,4
20212,2024-04-02,Mobile,20359,4
20213,2024-04-09,Desktop,14910,4
20214,2024-04-14,Desktop,554,4
20215,2024-04-25,Mobile,27146,4
20216,2024-04-24,Tablet,11915,4
20217,2024-04-24,Mobile,4827,4
20218,2024-04-19,Mobile,31520,4
20219,2024-04-29,Mobile,20696,4
20220,2024-04-11,Desktop,9373,4
20221,2024-04-14,Mobile,38259,4
20222,2024-04-27,Mobile,30698,4
20223,2024-04-02,Mobile,27680,4
20224,2024-04-25,Mobile,14925,4
20225,2024-04-01,Desktop,15395,4
20226,2024-04-21,Desktop,33240,4
20227,2024-04-02,Desktop,6480,4
20228,2024-04-24,Mobile,41758,4
20229,2024-04-28,Desktop,34854,4
20230,2024-04-15,Desktop,36656,4
20231,2024-04-12,Desktop,26661,4
20232,2024-04-14,Mobile,2016,4
20233,2024-04-08,Tablet,45256,4
20234,2024-04-26,Mobile,22069,4
20235,2024-04-08,Desktop,40280,4
20236,2024-04-20,Mobile,320,4
20237,2024-04-11,Desktop,48368,4
20238,2024-04-20,Mobile,39901,4
20239,2024-04-03,Mobile,40126,4
20240,2024-04-30,Mobile,39948,4
20241,2024-04-07,Mobile,4066,4
20242,2024-04-24,Desktop,22524,4
20243,2024-04-16,Mobile,8070,4
20244,2024-04-20,Mobile,9248,4
20245,2024-04-11,Mobile,5199,4
20246,2024-04-07,Mobile,3247,4
20247,2024-04-13,Mobile,29490,4
20248,2024-04-09,Mobile,7819,4
20249,2024-04-18,Mobile,28116,4
20250,2024-04-16,Tablet,45078,4
20251,2024-04-23,Mobile,34456,4
20252,2024-04-20,Desktop,43737,4
20253,2024-04-04,Desktop,16168,4
20254,2024-04-09,Desktop,22952,4
20255,2024-04-19,Mobile,46523,4
20256,2024-04-06,Tablet,33877,4
20257,2024-04-18,Desktop,12473,4
20258,2024-04-22,Mobile,20888,4
20259,2024-04-22,Desktop,46466,4
20260,2024-04-20,Mobile,43245,4
20261,2024-04-21,Mobile,14830,4
20262,2024-04-28,Mobile,8012,4
20263,2024-04-17,Mobile,45387,4
20264,2024-04-04,Mobile,33890,4
20265,2024-04-04,Tablet,703,4
20266,2024-04-04,Desktop,49931,4
20267,2024-04-29,Mobile,6716,4
20268,2024-04-12,Mobile,44049,4
20269,2024-04-06,Desktop,11428,4
20270,2024-04-18,Mobile,43965,4
20271,2024-04-13,Mobile,39436,4
20272,2024-04-22,Mobile,45838,4
20273,2024-04-26,Mobile,11334,4
20274,2024-04-06,Mobile,3464,4
20275,2024-04-15,Mobile,46280,4
20276,2024-04-20,Mobile,7179,4
20277,2024-04-13,Mobile,47059,4
20278,2024-04-22,Desktop,49055,4
20279,2024-04-02,Tablet,31403,4
20280,2024-04-16,Desktop,38108,4
20281,2024-04-12,Mobile,4414,4
20282,2024-04-13,Mobile,42178,4
20283,2024-04-24,Desktop,31647,4
20284,2024-04-14,Desktop,1518,4
20285,2024-04-23,Desktop,19016,4
20286,2024-04-20,Mobile,7680,4
20287,2024-04-30,Desktop,24303,4
20288,2024-04-10,Mobile,42837,4
20289,2024-04-06,Desktop,7362,4
20290,2024-04-08,Mobile,8434,4
20291,2024-04-27,Mobile,783,4
20292,2024-04-08,Mobile,8393,4
20293,2024-04-08,Desktop,4856,4
20294,2024-04-13,Desktop,40955,4
20295,2024-04-20,Tablet,19439,4
20296,2024-04-04,Mobile,24823,4
20297,2024-04-04,Desktop,36160,4
20298,2024-04-11,Mobile,28563,4
20299,2024-04-21,Desktop,45685,4
20300,2024-04-09,Desktop,31125,4
20301,2024-04-27,Desktop,38826,4
20302,2024-04-30,Desktop,11594,4
20303,2024-04-02,Mobile,24393,4
20304,2024-04-01,Mobile,4645,4
20305,2024-04-06,Mobile,30530,4
20306,2024-04-07,Mobile,47667,4
20307,2024-04-22,Mobile,19719,4
20308,2024-04-11,Mobile,35656,4
20309,2024-04-11,Mobile,47383,4
20310,2024-04-04,Tablet,11293,4
20311,2024-04-23,Tablet,16063,4
20312,2024-04-14,Tablet,15800,4
20313,2024-04-04,Desktop,49287,4
20314,2024-04-17,Mobile,32414,4
20315,2024-04-30,Desktop,41353,4
20316,2024-04-30,Mobile,35473,4
20317,2024-04-22,Mobile,28485,4
20318,2024-04-02,Desktop,20260,4
20319,2024-04-16,Mobile,14708,4
20320,2024-04-11,Mobile,46596,4
20321,2024-04-19,Desktop,2396,4
20322,2024-04-09,Mobile,28060,4
20323,2024-04-06,Mobile,4563,4
20324,2024-04-26,Tablet,3909,4
20325,2024-04-23,Desktop,11016,4
20326,2024-04-27,Mobile,20302,4
20327,2024-04-29,Mobile,33283,4
20328,2024-04-29,Mobile,42447,4
20329,2024-04-08,Mobile,41489,4
20330,2024-04-18,Mobile,47255,4
20331,2024-04-08,Mobile,16350,4
20332,2024-04-30,Mobile,23742,4
20333,2024-04-29,Desktop,31340,4
20334,2024-04-10,Mobile,32442,4
20335,2024-04-25,Mobile,2168,4
20336,2024-04-14,Mobile,35680,4
20337,2024-04-29,Mobile,49329,4
20338,2024-04-24,Mobile,24980,4
20339,2024-04-07,Desktop,35381,4
20340,2024-04-09,Desktop,46018,4
20341,2024-04-06,Mobile,42906,4
20342,2024-04-14,Desktop,48612,4
20343,2024-04-28,Tablet,13752,4
20344,2024-04-21,Mobile,42380,4
20345,2024-04-01,Mobile,25586,4
20346,2024-04-27,Desktop,11614,4
20347,2024-04-16,Mobile,17525,4
20348,2024-04-20,Mobile,43083,4
20349,2024-04-20,Desktop,49422,4
20350,2024-04-20,Mobile,1934,4
20351,2024-04-29,Desktop,34269,4
20352,2024-04-23,Mobile,26909,4
20353,2024-04-13,Mobile,48280,4
20354,2024-04-10,Mobile,15010,4
20355,2024-04-24,Mobile,47089,4
20356,2024-04-21,Mobile,42731,4
20357,2024-04-09,Mobile,11857,4
20358,2024-04-04,Mobile,23463,4
20359,2024-04-28,Mobile,34112,4
20360,2024-04-15,Desktop,37228,4
20361,2024-04-10,Mobile,19321,4
20362,2024-04-14,Tablet,41973,4
20363,2024-04-23,Mobile,33582,4
20364,2024-04-18,Tablet,47240,4
20365,2024-04-01,Mobile,25909,4
20366,2024-04-24,Mobile,37653,4
20367,2024-04-09,Mobile,17503,4
20368,2024-04-08,Tablet,14790,4
20369,2024-04-10,Mobile,871,4
20370,2024-04-19,Mobile,18844,4
20371,2024-04-26,Desktop,46578,4
20372,2024-04-02,Mobile,30624,4
20373,2024-04-24,Mobile,36005,4
20374,2024-04-01,Mobile,10209,4
20375,2024-04-14,Mobile,26764,4
20376,2024-04-07,Mobile,36040,4
20377,2024-04-30,Desktop,36714,4
20378,2024-04-05,Mobile,28940,4
20379,2024-04-22,Desktop,26359,4
20380,2024-04-30,Desktop,30626,4
20381,2024-04-03,Mobile,25432,4
20382,2024-04-01,Mobile,46585,4
20383,2024-04-22,Desktop,20290,4
20384,2024-04-07,Mobile,27591,4
20385,2024-04-03,Mobile,14967,4
20386,2024-04-18,Tablet,33999,4
20387,2024-04-01,Tablet,2850,4
20388,2024-04-25,Mobile,40075,4
20389,2024-04-22,Desktop,37092,4
20390,2024-04-02,Mobile,22689,4
20391,2024-04-07,Mobile,19480,4
20392,2024-04-09,Mobile,34623,4
20393,2024-04-07,Desktop,1147,4
20394,2024-04-18,Mobile,1239,4
20395,2024-04-05,Mobile,6442,4
20396,2024-04-19,Tablet,34416,4
20397,2024-04-23,Mobile,14556,4
20398,2024-04-27,Desktop,28507,4
20399,2024-04-10,Desktop,22923,4
20400,2024-04-29,Mobile,23987,4
20401,2024-04-11,Mobile,18432,4
20402,2024-04-22,Desktop,5700,4
20403,2024-04-07,Mobile,13262,4
20404,2024-04-05,Desktop,16522,4
20405,2024-04-05,Desktop,12878,4
20406,2024-04-29,Mobile,75,4
20407,2024-04-26,Mobile,29221,4
20408,2024-04-25,Mobile,3257,4
20409,2024-04-10,Mobile,2626,4
20410,2024-04-15,Mobile,2488,4
20411,2024-04-10,Desktop,435,4
20412,2024-04-17,Tablet,49076,4
20413,2024-04-17,Mobile,35724,4
20414,2024-04-08,Mobile,48291,4
20415,2024-04-27,Desktop,24463,4
20416,2024-04-18,Desktop,49844,4
20417,2024-04-10,Tablet,1897,4
20418,2024-04-20,Mobile,15106,4
20419,2024-04-27,Tablet,23696,4
20420,2024-04-03,Tablet,8392,4
20421,2024-04-11,Mobile,43757,4
20422,2024-04-20,Mobile,1901,4
20423,2024-04-16,Mobile,49481,4
20424,2024-04-16,Mobile,47963,4
20425,2024-04-20,Mobile,37744,4
20426,2024-04-27,Mobile,8259,4
20427,2024-04-17,Mobile,14856,4
20428,2024-04-24,Desktop,16436,4
20429,2024-04-21,Mobile,32923,4
20430,2024-04-08,Mobile,10856,4
20431,2024-04-26,Desktop,40824,4
20432,2024-04-17,Desktop,30817,4
20433,2024-04-12,Mobile,47454,4
20434,2024-04-12,Mobile,42177,4
20435,2024-04-22,Mobile,37324,4
20436,2024-04-19,Desktop,48843,4
20437,2024-04-29,Mobile,49954,4
20438,2024-04-09,Mobile,26275,4
20439,2024-04-27,Desktop,1191,4
20440,2024-04-25,Mobile,17845,4
20441,2024-04-28,Mobile,31932,4
20442,2024-04-16,Mobile,36173,4
20443,2024-04-06,Tablet,46168,4
20444,2024-04-14,Mobile,21830,4
20445,2024-04-30,Desktop,25884,4
20446,2024-04-30,Mobile,42139,4
20447,2024-04-19,Desktop,15055,4
20448,2024-04-13,Tablet,41034,4
20449,2024-04-25,Mobile,39548,4
20450,2024-04-26,Desktop,16660,4
20451,2024-04-26,Mobile,49352,4
20452,2024-04-27,Desktop,40992,4
20453,2024-04-29,Desktop,40349,4
20454,2024-04-23,Mobile,47656,4
20455,2024-04-01,Mobile,17122,4
20456,2024-04-30,Tablet,28197,4
20457,2024-04-23,Mobile,17516,4
20458,2024-04-10,Mobile,9281,4
20459,2024-04-25,Tablet,14812,4
20460,2024-04-08,Desktop,14411,4
20461,2024-04-06,Mobile,6622,4
20462,2024-04-27,Mobile,3824,4
20463,2024-04-09,Desktop,10102,4
20464,2024-04-30,Mobile,19301,4
20465,2024-04-23,Mobile,49367,4
20466,2024-04-07,Tablet,10524,4
20467,2024-04-22,Mobile,43926,4
20468,2024-04-04,Mobile,34043,4
20469,2024-04-27,Mobile,3464,4
20470,2024-04-23,Mobile,14079,4
20471,2024-04-14,Mobile,1473,4
20472,2024-04-01,Mobile,10350,4
20473,2024-04-15,Desktop,35824,4
20474,2024-04-30,Mobile,7409,4
20475,2024-04-28,Mobile,1340,4
20476,2024-04-21,Mobile,44056,4
20477,2024-04-09,Mobile,24414,4
20478,2024-04-23,Desktop,47981,4
20479,2024-04-26,Desktop,8249,4
20480,2024-04-21,Mobile,26599,4
20481,2024-04-20,Desktop,31635,4
20482,2024-04-17,Mobile,14853,4
20483,2024-04-18,Mobile,26894,4
20484,2024-04-24,Mobile,47829,4
20485,2024-04-16,Desktop,33858,4
20486,2024-04-15,Desktop,32664,4
20487,2024-04-09,Mobile,38234,4
20488,2024-04-25,Mobile,24032,4
20489,2024-04-30,Mobile,27222,4
20490,2024-04-27,Mobile,37115,4
20491,2024-04-01,Desktop,25496,4
20492,2024-04-27,Mobile,29073,4
20493,2024-04-24,Desktop,48554,4
20494,2024-04-22,Desktop,5401,4
20495,2024-04-15,Mobile,47599,4
20496,2024-04-30,Mobile,42220,4
20497,2024-04-05,Mobile,28976,4
20498,2024-04-19,Mobile,6494,4
20499,2024-04-27,Mobile,7979,4
20500,2024-04-14,Mobile,21267,4
20501,2024-04-08,Mobile,45293,4
20502,2024-04-27,Mobile,3550,4
20503,2024-04-07,Tablet,14642,4
20504,2024-04-24,Mobile,29653,4
20505,2024-04-09,Mobile,23877,4
20506,2024-04-27,Mobile,3236,4
20507,2024-04-26,Mobile,4814,4
20508,2024-04-13,Desktop,45936,4
20509,2024-04-07,Mobile,32019,4
20510,2024-04-17,Mobile,20877,4
20511,2024-04-03,Mobile,23196,4
20512,2024-04-20,Mobile,47633,4
20513,2024-04-12,Mobile,8507,4
20514,2024-04-08,Mobile,20403,4
20515,2024-04-20,Mobile,33496,4
20516,2024-04-25,Mobile,33571,4
20517,2024-04-16,Mobile,18157,4
20518,2024-04-06,Mobile,10551,4
20519,2024-04-07,Mobile,38014,4
20520,2024-04-08,Desktop,44352,4
20521,2024-04-19,Desktop,32962,4
20522,2024-04-20,Desktop,47931,4
20523,2024-04-19,Desktop,35421,4
20524,2024-04-28,Mobile,38937,4
20525,2024-04-17,Mobile,49945,4
20526,2024-04-22,Mobile,23549,4
20527,2024-04-04,Desktop,20665,4
20528,2024-04-12,Mobile,30407,4
20529,2024-04-19,Mobile,25650,4
20530,2024-04-06,Mobile,11957,4
20531,2024-04-07,Desktop,26095,4
20532,2024-04-04,Mobile,37640,4
20533,2024-04-08,Mobile,45355,4
20534,2024-04-07,Desktop,17295,4
20535,2024-04-15,Desktop,22437,4
20536,2024-04-23,Desktop,36289,4
20537,2024-04-09,Tablet,19092,4
20538,2024-04-28,Desktop,18962,4
20539,2024-04-09,Mobile,4788,4
20540,2024-04-13,Desktop,20747,4
20541,2024-04-02,Mobile,4914,4
20542,2024-04-16,Mobile,36382,4
20543,2024-04-17,Desktop,38877,4
20544,2024-04-08,Mobile,36738,4
20545,2024-04-14,Mobile,12649,4
20546,2024-04-13,Desktop,11531,4
20547,2024-04-22,Mobile,29160,4
20548,2024-04-01,Mobile,21131,4
20549,2024-04-28,Mobile,49959,4
20550,2024-04-22,Mobile,32564,4
20551,2024-04-07,Mobile,29196,4
20552,2024-04-30,Mobile,7645,4
20553,2024-04-23,Desktop,48595,4
20554,2024-04-07,Mobile,34686,4
20555,2024-04-13,Mobile,34345,4
20556,2024-04-25,Mobile,20546,4
20557,2024-04-27,Mobile,18863,4
20558,2024-04-14,Mobile,7180,4
20559,2024-04-08,Mobile,8495,4
20560,2024-04-18,Mobile,24447,4
20561,2024-04-06,Desktop,17458,4
20562,2024-04-16,Mobile,258,4
20563,2024-04-09,Mobile,4451,4
20564,2024-04-14,Desktop,19154,4
20565,2024-04-11,Mobile,28101,4
20566,2024-04-27,Mobile,34896,4
20567,2024-04-15,Mobile,4087,4
20568,2024-04-04,Desktop,30504,4
20569,2024-04-05,Mobile,19841,4
20570,2024-04-26,Mobile,33295,4
20571,2024-04-03,Mobile,25441,4
20572,2024-04-17,Mobile,8547,4
20573,2024-04-18,Mobile,42200,4
20574,2024-04-17,Desktop,17929,4
20575,2024-04-14,Desktop,23183,4
20576,2024-04-03,Tablet,25396,4
20577,2024-04-12,Mobile,11594,4
20578,2024-04-28,Desktop,18811,4
20579,2024-04-28,Mobile,9804,4
20580,2024-04-20,Mobile,1418,4
20581,2024-04-20,Desktop,49777,4
20582,2024-04-23,Desktop,20765,4
20583,2024-04-25,Mobile,11963,4
20584,2024-04-26,Mobile,32266,4
20585,2024-04-02,Mobile,340,4
20586,2024-04-17,Desktop,46430,4
20587,2024-04-21,Mobile,44177,4
20588,2024-04-08,Mobile,11834,4
20589,2024-04-05,Mobile,38832,4
20590,2024-04-22,Mobile,24427,4
20591,2024-04-30,Mobile,32401,4
20592,2024-04-16,Mobile,7658,4
20593,2024-04-06,Tablet,21407,4
20594,2024-04-16,Desktop,21671,4
20595,2024-04-09,Mobile,640,4
20596,2024-04-22,Mobile,8719,4
20597,2024-04-18,Desktop,35686,4
20598,2024-04-14,Desktop,37229,4
20599,2024-04-11,Mobile,10222,4
20600,2024-04-20,Mobile,11315,4
20601,2024-04-07,Mobile,5044,4
20602,2024-04-02,Desktop,31000,4
20603,2024-04-09,Mobile,23527,4
20604,2024-04-08,Mobile,20176,4
20605,2024-04-02,Mobile,28613,4
20606,2024-04-02,Tablet,4345,4
20607,2024-04-22,Mobile,34246,4
20608,2024-04-26,Mobile,31857,4
20609,2024-04-19,Mobile,39112,4
20610,2024-04-15,Desktop,5463,4
20611,2024-04-22,Mobile,41998,4
20612,2024-04-16,Desktop,19198,4
20613,2024-04-04,Mobile,2201,4
20614,2024-04-11,Desktop,2563,4
20615,2024-04-22,Mobile,39398,4
20616,2024-04-23,Desktop,44615,4
20617,2024-04-22,Desktop,17912,4
20618,2024-04-13,Mobile,23954,4
20619,2024-04-13,Desktop,8537,4
20620,2024-04-06,Mobile,35621,4
20621,2024-04-02,Mobile,38789,4
20622,2024-04-30,Desktop,7720,4
20623,2024-04-17,Desktop,27936,4
20624,2024-04-06,Mobile,38759,4
20625,2024-04-10,Desktop,5675,4
20626,2024-04-14,Mobile,49435,4
20627,2024-04-06,Mobile,20124,4
20628,2024-04-14,Mobile,41857,4
20629,2024-04-03,Mobile,14775,4
20630,2024-04-04,Mobile,43557,4
20631,2024-04-08,Mobile,15438,4
20632,2024-04-24,Mobile,11430,4
20633,2024-04-21,Desktop,7037,4
20634,2024-04-21,Mobile,39434,4
20635,2024-04-03,Mobile,47624,4
20636,2024-04-30,Tablet,34413,4
20637,2024-04-14,Mobile,14773,4
20638,2024-04-04,Mobile,21968,4
20639,2024-04-17,Tablet,5001,4
20640,2024-04-20,Mobile,43603,4
20641,2024-04-17,Mobile,38767,4
20642,2024-04-16,Mobile,42028,4
20643,2024-04-18,Desktop,46283,4
20644,2024-04-06,Mobile,47007,4
20645,2024-04-05,Mobile,49045,4
20646,2024-04-16,Mobile,30950,4
20647,2024-04-11,Mobile,24010,4
20648,2024-04-27,Mobile,14032,4
20649,2024-04-09,Mobile,48926,4
20650,2024-04-22,Mobile,33325,4
20651,2024-04-08,Desktop,32641,4
20652,2024-04-06,Desktop,7141,4
20653,2024-04-16,Desktop,34919,4
20654,2024-04-01,Mobile,11187,4
20655,2024-04-29,Mobile,46828,4
20656,2024-04-29,Mobile,7728,4
20657,2024-04-18,Desktop,33230,4
20658,2024-04-09,Mobile,47739,4
20659,2024-04-03,Tablet,33713,4
20660,2024-04-18,Mobile,12658,4
20661,2024-04-29,Desktop,43525,4
20662,2024-04-04,Mobile,23291,4
20663,2024-04-01,Mobile,38337,4
20664,2024-04-27,Mobile,30058,4
20665,2024-04-09,Mobile,23596,4
20666,2024-04-02,Mobile,36693,4
20667,2024-04-03,Desktop,23728,4
20668,2024-04-15,Mobile,4190,4
20669,2024-04-06,Mobile,48855,4
20670,2024-04-01,Mobile,39944,4
20671,2024-04-12,Mobile,43610,4
20672,2024-04-07,Mobile,20336,4
20673,2024-04-13,Mobile,17981,4
20674,2024-04-16,Mobile,7409,4
20675,2024-04-28,Desktop,27802,4
20676,2024-04-27,Tablet,49479,4
20677,2024-04-18,Mobile,10983,4
20678,2024-04-14,Desktop,16800,4
20679,2024-04-07,Desktop,508,4
20680,2024-04-22,Mobile,22951,4
20681,2024-04-16,Desktop,15478,4
20682,2024-04-12,Mobile,27908,4
20683,2024-04-11,Desktop,25037,4
20684,2024-04-28,Desktop,49762,4
20685,2024-04-13,Mobile,25191,4
20686,2024-04-16,Desktop,34758,4
20687,2024-04-10,Tablet,10465,4
20688,2024-04-08,Desktop,14846,4
20689,2024-04-14,Mobile,13952,4
20690,2024-04-20,Desktop,9710,4
20691,2024-04-17,Mobile,17421,4
20692,2024-04-02,Mobile,43984,4
20693,2024-04-21,Mobile,29451,4
20694,2024-04-02,Mobile,1182,4
20695,2024-04-13,Tablet,36137,4
20696,2024-04-26,Mobile,11869,4
20697,2024-04-09,Mobile,2166,4
20698,2024-04-27,Mobile,40680,4
20699,2024-04-21,Mobile,42467,4
20700,2024-04-13,Mobile,18236,4
20701,2024-04-02,Desktop,40369,4
20702,2024-04-24,Desktop,38928,4
20703,2024-04-29,Desktop,30411,4
20704,2024-04-21,Mobile,39091,4
20705,2024-04-06,Desktop,11932,4
20706,2024-04-01,Mobile,3035,4
20707,2024-04-26,Desktop,3677,4
20708,2024-04-13,Desktop,9273,4
20709,2024-04-25,Mobile,5366,4
20710,2024-04-23,Mobile,43040,4
20711,2024-04-27,Mobile,44162,4
20712,2024-04-17,Desktop,6729,4
20713,2024-04-11,Mobile,23716,4
20714,2024-04-09,Desktop,33797,4
20715,2024-04-17,Desktop,9770,4
20716,2024-04-03,Mobile,47148,4
20717,2024-04-12,Mobile,46611,4
20718,2024-04-09,Mobile,8443,4
20719,2024-04-07,Mobile,3904,4
20720,2024-04-08,Desktop,11922,4
20721,2024-04-05,Desktop,13732,4
20722,2024-04-17,Mobile,43536,4
20723,2024-04-16,Mobile,5226,4
20724,2024-04-12,Mobile,11011,4
20725,2024-04-02,Tablet,40748,4
20726,2024-04-20,Tablet,41532,4
20727,2024-04-28,Mobile,28543,4
20728,2024-04-17,Mobile,33449,4
20729,2024-04-15,Mobile,17397,4
20730,2024-04-13,Desktop,16315,4
20731,2024-04-12,Mobile,16116,4
20732,2024-04-06,Mobile,33928,4
20733,2024-04-08,Tablet,21847,4
20734,2024-04-25,Mobile,21888,4
20735,2024-04-12,Mobile,42067,4
20736,2024-04-24,Desktop,21253,4
20737,2024-04-18,Mobile,4212,4
20738,2024-04-24,Desktop,31093,4
20739,2024-04-10,Mobile,13361,4
20740,2024-04-04,Desktop,945,4
20741,2024-04-07,Mobile,3287,4
20742,2024-04-15,Mobile,21756,4
20743,2024-04-30,Mobile,47265,4
20744,2024-04-18,Desktop,27231,4
20745,2024-04-19,Mobile,32183,4
20746,2024-04-23,Mobile,41689,4
20747,2024-04-21,Tablet,35524,4
20748,2024-04-23,Mobile,39638,4
20749,2024-04-18,Mobile,45608,4
20750,2024-04-26,Mobile,9268,4
20751,2024-04-10,Mobile,4289,4
20752,2024-04-29,Mobile,33989,4
20753,2024-04-02,Desktop,29632,4
20754,2024-04-03,Mobile,35358,4
20755,2024-04-30,Desktop,42069,4
20756,2024-04-10,Desktop,34970,4
20757,2024-04-28,Mobile,20240,4
20758,2024-04-29,Mobile,33453,4
20759,2024-04-03,Tablet,1166,4
20760,2024-04-08,Desktop,44200,4
20761,2024-04-05,Desktop,20132,4
20762,2024-04-21,Mobile,7048,4
20763,2024-04-19,Mobile,32723,4
20764,2024-04-20,Mobile,8329,4
20765,2024-04-10,Mobile,15253,4
20766,2024-04-14,Mobile,49446,4
20767,2024-04-08,Desktop,14655,4
20768,2024-04-14,Desktop,32779,4
20769,2024-04-16,Tablet,1674,4
20770,2024-04-09,Desktop,6279,4
20771,2024-04-27,Desktop,43158,4
20772,2024-04-30,Mobile,19028,4
20773,2024-04-08,Mobile,48331,4
20774,2024-04-03,Desktop,7061,4
20775,2024-04-26,Desktop,37738,4
20776,2024-04-07,Mobile,44756,4
20777,2024-04-26,Desktop,42221,4
20778,2024-04-12,Desktop,29466,4
20779,2024-04-15,Mobile,31099,4
20780,2024-04-24,Mobile,9848,4
20781,2024-04-04,Desktop,43715,4
20782,2024-04-12,Desktop,9543,4
20783,2024-04-26,Mobile,8132,4
20784,2024-04-03,Mobile,15596,4
20785,2024-04-03,Desktop,25513,4
20786,2024-04-05,Mobile,12778,4
20787,2024-04-12,Desktop,10424,4
20788,2024-04-13,Mobile,18063,4
20789,2024-04-01,Tablet,3642,4
20790,2024-04-05,Mobile,37423,4
20791,2024-04-25,Desktop,38202,4
20792,2024-04-16,Mobile,34711,4
20793,2024-04-15,Mobile,36812,4
20794,2024-04-06,Desktop,31134,4
20795,2024-04-15,Mobile,19359,4
20796,2024-04-04,Mobile,16404,4
20797,2024-04-22,Mobile,14340,4
20798,2024-04-20,Mobile,43399,4
20799,2024-04-26,Mobile,3636,4
20800,2024-04-29,Desktop,19427,4
20801,2024-04-18,Mobile,31964,4
20802,2024-04-08,Mobile,20413,4
20803,2024-04-25,Mobile,38457,4
20804,2024-04-03,Mobile,44628,4
20805,2024-04-01,Mobile,12871,4
20806,2024-04-15,Tablet,13979,4
20807,2024-04-10,Mobile,35564,4
20808,2024-04-09,Mobile,13088,4
20809,2024-04-15,Desktop,35812,4
20810,2024-04-30,Mobile,29804,4
20811,2024-04-16,Desktop,5976,4
20812,2024-04-11,Desktop,43376,4
20813,2024-04-18,Mobile,2449,4
20814,2024-04-11,Tablet,43539,4
20815,2024-04-12,Tablet,18936,4
20816,2024-04-11,Mobile,23887,4
20817,2024-04-17,Mobile,22018,4
20818,2024-04-10,Mobile,43212,4
20819,2024-04-17,Mobile,16248,4
20820,2024-04-04,Desktop,45206,4
20821,2024-04-03,Mobile,6862,4
20822,2024-04-12,Tablet,12804,4
20823,2024-04-10,Mobile,45145,4
20824,2024-04-03,Desktop,47035,4
20825,2024-04-08,Desktop,12712,4
20826,2024-04-30,Tablet,25820,4
20827,2024-04-13,Desktop,27901,4
20828,2024-04-16,Mobile,42124,4
20829,2024-04-10,Mobile,10689,4
20830,2024-04-29,Desktop,21025,4
20831,2024-04-09,Desktop,26452,4
20832,2024-04-23,Mobile,18400,4
20833,2024-04-26,Tablet,27813,4
20834,2024-04-12,Mobile,20473,4
20835,2024-04-14,Desktop,39739,4
20836,2024-04-03,Mobile,8797,4
20837,2024-04-22,Mobile,35815,4
20838,2024-04-08,Mobile,2127,4
20839,2024-04-10,Mobile,34135,4
20840,2024-04-19,Mobile,37611,4
20841,2024-04-17,Mobile,33559,4
20842,2024-04-21,Mobile,27704,4
20843,2024-04-03,Mobile,48294,4
20844,2024-04-24,Desktop,20643,4
20845,2024-04-25,Mobile,32754,4
20846,2024-04-03,Tablet,10416,4
20847,2024-04-08,Mobile,13110,4
20848,2024-04-01,Desktop,27605,4
20849,2024-04-08,Mobile,44766,4
20850,2024-04-14,Mobile,14297,4
20851,2024-04-13,Mobile,9210,4
20852,2024-04-28,Desktop,395,4
20853,2024-04-10,Tablet,26942,4
20854,2024-04-04,Desktop,870,4
20855,2024-04-05,Mobile,40440,4
20856,2024-04-29,Mobile,4807,4
20857,2024-04-14,Mobile,44893,4
20858,2024-04-15,Desktop,1278,4
20859,2024-04-05,Mobile,14656,4
20860,2024-04-28,Desktop,46363,4
20861,2024-04-21,Mobile,9193,4
20862,2024-04-12,Mobile,22332,4
20863,2024-04-27,Tablet,35214,4
20864,2024-04-12,Mobile,5769,4
20865,2024-04-10,Tablet,32802,4
20866,2024-04-24,Desktop,257,4
20867,2024-04-11,Desktop,11605,4
20868,2024-04-27,Mobile,9499,4
20869,2024-04-13,Mobile,6208,4
20870,2024-04-12,Desktop,13794,4
20871,2024-04-25,Desktop,19766,4
20872,2024-04-15,Mobile,40816,4
20873,2024-04-02,Tablet,21395,4
20874,2024-04-01,Mobile,11732,4
20875,2024-04-10,Mobile,37641,4
20876,2024-04-08,Desktop,14994,4
20877,2024-04-22,Tablet,4217,4
20878,2024-04-10,Desktop,1096,4
20879,2024-04-22,Mobile,13674,4
20880,2024-04-28,Mobile,29110,4
20881,2024-04-12,Mobile,48477,4
20882,2024-04-12,Mobile,9276,4
20883,2024-04-24,Mobile,29212,4
20884,2024-04-27,Desktop,15769,4
20885,2024-04-26,Mobile,31320,4
20886,2024-04-25,Mobile,13505,4
20887,2024-04-09,Mobile,9273,4
20888,2024-04-08,Desktop,33156,4
20889,2024-04-20,Mobile,29247,4
20890,2024-04-01,Mobile,13215,4
20891,2024-04-28,Mobile,26118,4
20892,2024-04-13,Desktop,29203,4
20893,2024-04-26,Mobile,14007,4
20894,2024-04-20,Desktop,17142,4
