order_id,session_id,product_id,order_date,quantity,unit_price,order_value,month
538,24366,27,2024-05-27,1,166.57,166.57,5
539,24408,30,2024-05-21,1,21.81,21.81,5
540,24438,7,2024-05-22,1,103.7,103.7,5
541,24475,12,2024-05-31,1,25.51,25.51,5
542,24480,29,2024-05-01,2,34.23,68.46,5
543,24499,16,2024-05-27,1,34.24,34.24,5
544,24511,25,2024-05-05,2,44.33,88.66,5
545,24630,23,2024-05-03,1,9.7,9.7,5
546,24657,24,2024-05-21,1,15.85,15.85,5
547,24740,20,2024-05-04,1,14.66,14.66,5
548,24880,8,2024-05-14,1,116.6,116.6,5
549,24882,36,2024-05-06,2,16.5,33.0,5
550,24940,17,2024-05-29,3,67.78,203.34,5
551,24944,9,2024-05-29,1,19.94,19.94,5
552,24995,4,2024-05-30,1,47.7,47.7,5
553,25020,34,2024-05-15,4,22.33,89.32,5
554,25030,27,2024-05-09,1,163.86,163.86,5
555,25060,28,2024-05-05,1,68.48,68.48,5
556,25069,20,2024-05-14,1,17.33,17.33,5
557,25112,19,2024-05-03,1,16.64,16.64,5
558,25244,14,2024-05-11,1,102.13,102.13,5
559,25294,19,2024-05-29,2,18.33,36.66,5
560,25309,35,2024-05-26,2,40.66,81.32,5
561,25318,25,2024-05-12,1,43.06,43.06,5
562,25336,6,2024-05-01,1,70.97,70.97,5
563,25365,15,2024-05-18,1,45.28,45.28,5
564,25464,7,2024-05-15,1,92.24,92.24,5
565,25476,23,2024-05-19,1,9.27,9.27,5
566,25477,33,2024-05-03,1,57.0,57.0,5
567,25485,23,2024-05-29,1,10.31,10.31,5
568,25492,36,2024-05-26,1,15.02,15.02,5
569,25494,17,2024-05-15,1,62.83,62.83,5
570,25519,9,2024-05-29,3,23.39,70.17,5
571,25542,28,2024-05-22,1,80.25,80.25,5
572,25549,25,2024-05-13,1,43.21,43.21,5
573,25618,19,2024-05-13,1,16.26,16.26,5
574,25638,31,2024-05-09,1,35.28,35.28,5
575,25713,26,2024-05-01,1,28.65,28.65,5
576,25749,34,2024-05-21,1,20.1,20.1,5
577,25754,10,2024-05-14,2,62.24,124.48,5
578,25756,32,2024-05-25,1,28.5,28.5,5
579,25864,24,2024-05-08,4,14.26,57.04,5
580,25899,6,2024-05-21,1,72.64,72.64,5
581,25943,4,2024-05-13,1,50.49,50.49,5
582,26020,26,2024-05-23,1,30.41,30.41,5
583,26129,33,2024-05-29,1,59.91,59.91,5
584,26162,6,2024-05-18,1,69.32,69.32,5
585,26198,30,2024-05-10,2,22.52,45.04,5
586,26237,32,2024-05-16,1,27.51,27.51,5
587,26261,32,2024-05-18,3,29.57,88.71,5
588,26266,33,2024-05-21,1,54.26,54.26,5
589,26276,20,2024-05-28,1,16.32,16.32,5
590,26281,27,2024-05-27,1,170.69,170.69,5
591,26311,34,2024-05-21,2,21.97,43.94,5
592,26320,2,2024-05-26,1,81.43,81.43,5
593,26385,32,2024-05-27,1,26.32,26.32,5
594,26478,19,2024-05-04,3,19.51,58.53,5
595,26554,34,2024-05-29,1,21.12,21.12,5
596,26564,13,2024-05-15,1,179.59,179.59,5
597,26581,32,2024-05-19,1,25.94,25.94,5
598,26610,26,2024-05-21,1,29.16,29.16,5
599,26646,16,2024-05-26,2,40.01,80.02,5
600,26685,23,2024-05-31,1,9.27,9.27,5
601,26710,27,2024-05-21,4,162.66,650.64,5
602,26747,20,2024-05-05,1,16.72,16.72,5
603,26776,4,2024-05-16,1,44.49,44.49,5
604,26797,22,2024-05-06,1,15.88,15.88,5
605,26896,25,2024-05-08,1,41.9,41.9,5
606,26918,27,2024-05-16,1,158.83,158.83,5
607,26922,34,2024-05-28,2,22.14,44.28,5
608,26939,13,2024-05-05,3,190.31,570.93,5
609,26957,21,2024-05-20,3,33.55,100.65,5
610,26960,24,2024-05-13,2,15.38,30.76,5
611,26964,30,2024-05-30,2,22.31,44.62,5
612,27048,21,2024-05-13,2,33.43,66.86,5
613,27117,21,2024-05-17,1,34.58,34.58,5
614,27185,33,2024-05-30,3,59.31,177.93,5
615,27274,35,2024-05-17,1,35.93,35.93,5
616,27434,18,2024-05-31,1,21.2,21.2,5
617,27444,11,2024-05-14,1,38.43,38.43,5
618,27456,32,2024-05-06,2,27.18,54.36,5
619,27498,30,2024-05-24,2,20.13,40.26,5
620,27541,28,2024-05-09,2,68.36,136.72,5
621,27597,17,2024-05-16,3,68.29,204.87,5
622,27621,24,2024-05-30,1,15.08,15.08,5
623,27660,32,2024-05-26,1,27.37,27.37,5
624,27675,13,2024-05-06,2,173.35,346.7,5
625,27715,29,2024-05-02,2,33.43,66.86,5
626,27862,21,2024-05-23,1,31.78,31.78,5
627,27863,25,2024-05-29,2,45.65,91.3,5
628,27939,27,2024-05-08,1,143.49,143.49,5
629,28149,17,2024-05-31,3,58.67,176.01,5
630,28166,12,2024-05-30,1,23.18,23.18,5
631,28197,26,2024-05-08,3,26.44,79.32,5
632,28256,1,2024-05-22,2,204.78,409.56,5
633,28381,23,2024-05-26,1,9.9,9.9,5
634,28396,34,2024-05-13,2,20.41,40.82,5
635,28421,23,2024-05-18,4,9.52,38.08,5
636,28463,1,2024-05-14,2,181.88,363.76,5
637,28466,35,2024-05-12,2,38.77,77.54,5
638,28490,27,2024-05-18,2,159.91,319.82,5
639,28515,30,2024-05-15,1,21.22,21.22,5
640,28624,22,2024-05-05,4,16.87,67.48,5
641,28655,21,2024-06-16,1,33.34,33.34,6
642,28861,23,2024-06-01,1,9.58,9.58,6
643,28884,36,2024-06-23,1,16.85,16.85,6
644,28952,34,2024-06-15,2,20.27,40.54,6
645,29039,23,2024-06-15,3,9.3,27.9,6
646,29056,21,2024-06-02,4,29.49,117.96,6
647,29083,21,2024-06-08,1,34.45,34.45,6
648,29116,9,2024-06-25,2,23.16,46.32,6
649,29120,21,2024-06-19,3,30.27,90.81,6
650,29166,19,2024-06-27,1,17.55,17.55,6
651,29225,23,2024-06-13,3,9.05,27.15,6
652,29308,19,2024-06-09,1,16.73,16.73,6
653,29372,22,2024-06-13,1,15.46,15.46,6
654,29416,30,2024-06-09,1,23.71,23.71,6
655,29455,10,2024-06-09,2,54.79,109.58,6
656,29477,25,2024-06-26,1,42.8,42.8,6
657,29507,7,2024-06-13,2,91.6,183.2,6
658,29510,27,2024-06-20,1,172.91,172.91,6
659,29540,36,2024-06-30,1,17.59,17.59,6
660,29625,12,2024-06-06,1,21.81,21.81,6
661,29627,25,2024-06-04,2,44.64,89.28,6
662,29713,24,2024-06-07,1,14.02,14.02,6
663,29723,23,2024-06-18,1,9.11,9.11,6
664,29754,19,2024-06-01,2,19.15,38.3,6
665,29757,30,2024-06-15,1,22.96,22.96,6
666,29780,24,2024-06-24,2,15.38,30.76,6
667,29790,36,2024-06-02,1,14.79,14.79,6
668,29909,34,2024-06-01,3,21.93,65.79,6
669,29935,21,2024-06-19,1,28.96,28.96,6
670,29961,4,2024-06-13,1,51.52,51.52,6
671,30009,36,2024-06-26,1,15.4,15.4,6
672,30052,1,2024-06-23,1,181.13,181.13,6
673,30146,16,2024-06-05,1,34.84,34.84,6
674,30154,9,2024-06-01,1,22.79,22.79,6
675,30157,12,2024-06-06,2,24.44,48.88,6
676,30167,20,2024-06-21,1,14.61,14.61,6
677,30187,23,2024-06-14,3,9.48,28.44,6
678,30270,4,2024-06-13,1,47.61,47.61,6
679,30286,35,2024-06-04,1,38.58,38.58,6
680,30344,27,2024-06-18,2,171.28,342.56,6
681,30385,21,2024-06-25,3,31.27,93.81,6
682,30438,35,2024-06-03,2,40.66,81.32,6
683,30440,35,2024-06-06,4,38.48,153.92,6
684,30443,26,2024-06-09,2,28.62,57.24,6
685,30469,9,2024-06-17,1,24.2,24.2,6
686,30481,2,2024-06-27,1,83.33,83.33,6
687,30502,33,2024-06-23,1,56.42,56.42,6
688,30669,22,2024-06-10,1,17.28,17.28,6
689,30800,23,2024-06-13,2,10.8,21.6,6
690,30862,13,2024-06-20,1,185.86,185.86,6
691,30920,13,2024-06-15,1,176.82,176.82,6
692,30926,19,2024-06-10,1,17.68,17.68,6
693,30946,35,2024-06-09,1,34.35,34.35,6
694,30971,34,2024-06-05,1,23.57,23.57,6
695,31019,23,2024-06-26,2,9.68,19.36,6
696,31030,30,2024-06-11,1,24.16,24.16,6
697,31053,28,2024-06-03,1,81.04,81.04,6
698,31187,22,2024-06-11,3,16.22,48.66,6
699,31210,9,2024-06-13,1,23.55,23.55,6
700,31220,23,2024-06-24,2,10.0,20.0,6
701,31236,27,2024-06-10,3,150.25,450.75,6
702,31254,12,2024-06-27,1,25.54,25.54,6
703,31271,23,2024-06-19,1,10.86,10.86,6
704,31273,19,2024-06-18,1,18.6,18.6,6
705,31330,20,2024-06-12,1,16.01,16.01,6
706,31383,3,2024-06-18,1,151.7,151.7,6
707,31443,25,2024-06-27,1,44.52,44.52,6
708,31481,23,2024-06-13,2,10.9,21.8,6
709,31517,21,2024-06-29,3,31.82,95.46,6
710,31543,13,2024-06-03,1,202.06,202.06,6
711,31551,3,2024-06-07,1,156.43,156.43,6
712,31580,22,2024-06-30,2,16.31,32.62,6
713,31589,14,2024-06-08,3,103.07,309.21,6
714,31600,16,2024-06-18,1,38.38,38.38,6
715,31627,3,2024-06-15,1,143.64,143.64,6
716,31754,3,2024-06-02,1,149.84,149.84,6
717,31773,17,2024-06-30,1,70.98,70.98,6
718,31776,21,2024-06-23,1,32.71,32.71,6
719,31785,36,2024-06-21,1,16.54,16.54,6
720,31794,32,2024-06-07,2,29.76,59.52,6
721,31859,21,2024-06-02,1,32.57,32.57,6
722,31873,23,2024-06-07,1,9.05,9.05,6
723,31917,20,2024-06-01,2,15.85,31.7,6
724,32037,18,2024-06-30,1,21.28,21.28,6
725,32095,34,2024-06-11,2,20.85,41.7,6
726,32183,13,2024-06-16,1,192.28,192.28,6
727,32207,8,2024-06-22,1,108.87,108.87,6
728,32354,15,2024-06-08,1,46.93,46.93,6
729,32405,27,2024-06-06,2,143.39,286.78,6
730,32439,27,2024-06-09,3,155.93,467.79,6
731,32452,8,2024-06-01,2,121.15,242.3,6
732,32476,3,2024-06-05,4,163.54,654.16,6
733,32603,21,2024-06-04,1,33.19,33.19,6
734,32637,8,2024-06-04,1,123.56,123.56,6
735,32658,12,2024-06-19,1,23.48,23.48,6
736,32735,36,2024-06-04,1,17.0,17.0,6
737,32898,21,2024-06-25,1,31.85,31.85,6
738,32928,28,2024-06-18,1,69.24,69.24,6
739,32936,7,2024-06-14,1,92.09,92.09,6
740,32999,20,2024-06-23,1,16.7,16.7,6
741,33094,17,2024-06-10,1,63.62,63.62,6
742,33214,12,2024-06-24,4,25.97,103.88,6
743,33231,31,2024-06-24,1,35.56,35.56,6
744,33258,25,2024-06-15,2,45.28,90.56,6
745,33322,11,2024-06-01,2,36.44,72.88,6
746,33360,1,2024-06-25,1,199.82,199.82,6
747,33402,21,2024-06-13,1,30.13,30.13,6
748,33428,32,2024-06-24,4,29.06,116.24,6
749,33436,23,2024-06-25,2,9.12,18.24,6
750,33451,24,2024-06-06,2,13.57,27.14,6
751,33480,1,2024-06-18,1,196.35,196.35,6
752,33491,24,2024-06-24,1,14.49,14.49,6
753,33599,3,2024-06-28,1,161.27,161.27,6
754,33646,15,2024-06-11,2,41.85,83.7,6
755,33673,19,2024-06-19,1,17.92,17.92,6
756,33707,36,2024-06-01,1,15.96,15.96,6
757,33709,29,2024-06-26,1,36.79,36.79,6
758,33765,28,2024-06-06,1,82.39,82.39,6
759,33800,32,2024-06-23,1,26.65,26.65,6
760,33841,16,2024-06-10,1,40.76,40.76,6
761,33873,13,2024-06-03,1,194.32,194.32,6
762,33889,32,2024-06-29,1,27.72,27.72,6
763,33905,26,2024-06-09,1,26.68,26.68,6
764,33911,23,2024-06-13,1,10.86,10.86,6
765,34023,10,2024-06-20,1,55.05,55.05,6
766,34044,23,2024-06-15,1,9.65,9.65,6
767,34151,30,2024-06-01,3,20.28,60.84,6
768,34298,6,2024-06-25,1,68.87,68.87,6
769,34322,7,2024-06-24,1,90.28,90.28,6
770,34393,26,2024-06-11,1,25.3,25.3,6
771,34498,6,2024-06-28,1,68.73,68.73,6
772,34540,4,2024-06-24,1,50.04,50.04,6
773,34621,20,2024-06-18,1,14.68,14.68,6
774,34669,14,2024-06-20,2,107.07,214.14,6
775,34735,21,2024-06-25,1,34.66,34.66,6
776,34745,26,2024-06-17,2,28.59,57.18,6
777,34762,22,2024-06-22,1,17.76,17.76,6
778,34783,17,2024-06-07,1,61.38,61.38,6
779,34800,19,2024-06-30,1,18.7,18.7,6
780,34856,33,2024-06-12,1,58.07,58.07,6
781,34859,21,2024-06-04,1,32.4,32.4,6
782,34865,12,2024-06-01,1,25.26,25.26,6
783,34909,2,2024-06-03,1,79.74,79.74,6
784,34949,31,2024-06-23,1,30.74,30.74,6
785,34956,26,2024-06-04,2,27.72,55.44,6
786,35040,26,2024-06-16,1,28.45,28.45,6
787,35043,31,2024-06-02,1,35.36,35.36,6
788,35088,20,2024-06-28,3,15.8,47.4,6
789,35092,17,2024-06-09,1,63.58,63.58,6
790,35147,1,2024-07-08,2,206.81,413.62,7
791,35219,32,2024-07-10,3,27.24,81.72,7
792,35256,25,2024-07-08,1,42.96,42.96,7
793,35278,20,2024-07-30,1,16.01,16.01,7
794,35281,31,2024-07-14,1,31.34,31.34,7
795,35378,22,2024-07-12,1,17.17,17.17,7
796,35380,31,2024-07-20,1,35.98,35.98,7
797,35383,32,2024-07-11,1,28.25,28.25,7
798,35397,27,2024-07-01,1,160.66,160.66,7
799,35403,21,2024-07-31,1,30.01,30.01,7
800,35448,18,2024-07-27,1,23.48,23.48,7
801,35476,32,2024-07-26,1,29.59,29.59,7
802,35489,21,2024-07-27,3,30.39,91.17,7
803,35538,22,2024-07-02,1,15.77,15.77,7
804,35553,19,2024-07-08,2,19.58,39.16,7
805,35579,7,2024-07-22,1,102.47,102.47,7
806,35598,16,2024-07-10,1,36.62,36.62,7
807,35604,5,2024-07-24,1,85.3,85.3,7
808,35620,28,2024-07-05,1,81.45,81.45,7
809,35737,23,2024-07-30,1,10.56,10.56,7
810,35758,29,2024-07-14,2,33.62,67.24,7
811,35791,19,2024-07-13,1,16.69,16.69,7
812,35833,36,2024-07-06,4,14.73,58.92,7
813,35842,19,2024-07-11,2,18.47,36.94,7
814,35919,28,2024-07-15,2,67.71,135.42,7
815,35956,29,2024-07-28,1,36.75,36.75,7
816,35958,35,2024-07-23,1,36.7,36.7,7
817,35979,4,2024-07-03,1,45.67,45.67,7
818,36018,3,2024-07-12,1,152.14,152.14,7
819,36020,9,2024-07-18,1,22.37,22.37,7
820,36041,8,2024-07-02,1,112.82,112.82,7
821,36051,20,2024-07-17,4,14.52,58.08,7
822,36098,31,2024-07-07,1,30.91,30.91,7
823,36107,12,2024-07-20,2,25.01,50.02,7
824,36223,15,2024-07-01,3,47.38,142.14,7
825,36237,31,2024-07-29,1,32.87,32.87,7
826,36358,31,2024-07-09,3,36.87,110.61,7
827,36426,11,2024-07-25,2,34.47,68.94,7
828,36460,8,2024-07-28,4,116.68,466.72,7
829,36467,24,2024-07-12,1,13.56,13.56,7
830,36696,9,2024-07-24,1,21.16,21.16,7
831,36764,10,2024-07-09,1,62.93,62.93,7
832,36771,22,2024-07-26,2,18.5,37.0,7
833,36850,23,2024-07-29,1,9.98,9.98,7
834,36852,16,2024-07-07,3,35.04,105.12,7
835,36856,33,2024-07-16,1,59.88,59.88,7
836,36940,16,2024-07-06,1,34.37,34.37,7
837,36960,29,2024-07-10,1,34.1,34.1,7
838,37002,1,2024-07-22,1,188.69,188.69,7
839,37034,25,2024-07-26,3,39.98,119.94,7
840,37065,20,2024-07-20,1,17.14,17.14,7
841,37099,14,2024-07-22,1,96.1,96.1,7
842,37156,35,2024-07-23,1,34.74,34.74,7
843,37212,7,2024-07-17,1,88.27,88.27,7
844,37530,28,2024-07-25,3,70.06,210.18,7
845,37575,18,2024-07-22,1,22.85,22.85,7
846,37594,34,2024-07-21,1,24.12,24.12,7
847,37610,1,2024-07-10,1,189.82,189.82,7
848,37688,18,2024-07-26,1,20.0,20.0,7
849,37693,4,2024-07-18,1,48.88,48.88,7
850,37704,15,2024-07-10,1,47.35,47.35,7
851,37752,8,2024-07-12,1,115.82,115.82,7
852,37766,36,2024-07-15,1,14.94,14.94,7
853,37771,33,2024-07-21,1,50.85,50.85,7
854,37786,14,2024-07-20,1,94.01,94.01,7
855,37802,18,2024-07-29,3,20.21,60.63,7
856,37928,19,2024-07-18,2,17.57,35.14,7
857,38045,21,2024-07-01,1,31.6,31.6,7
858,38051,20,2024-07-06,1,14.69,14.69,7
859,38064,21,2024-07-25,1,31.29,31.29,7
860,38152,24,2024-07-31,1,14.15,14.15,7
861,38241,7,2024-07-11,4,91.85,367.4,7
862,38309,10,2024-07-08,3,57.16,171.48,7
863,38315,17,2024-07-26,1,67.53,67.53,7
864,38386,13,2024-07-25,2,183.88,367.76,7
865,38524,20,2024-07-22,2,15.45,30.9,7
866,38626,12,2024-07-02,1,26.14,26.14,7
867,38705,20,2024-07-09,1,16.4,16.4,7
868,38725,7,2024-07-10,1,88.39,88.39,7
869,38753,33,2024-07-09,2,59.52,119.04,7
870,38893,20,2024-07-26,1,15.46,15.46,7
871,38899,7,2024-07-10,1,91.03,91.03,7
872,38916,30,2024-07-02,1,23.8,23.8,7
873,39003,13,2024-07-07,1,174.02,174.02,7
874,39008,26,2024-07-05,1,29.85,29.85,7
875,39098,3,2024-07-21,1,144.66,144.66,7
876,39102,22,2024-07-14,1,17.11,17.11,7
877,39194,26,2024-07-14,1,28.28,28.28,7
878,39242,19,2024-07-05,1,16.75,16.75,7
879,39340,22,2024-07-19,1,16.0,16.0,7
880,39369,33,2024-07-31,1,54.0,54.0,7
881,39435,19,2024-07-10,1,17.7,17.7,7
882,39481,24,2024-07-19,1,16.4,16.4,7
883,39493,20,2024-07-20,1,15.08,15.08,7
884,39547,12,2024-07-21,1,24.35,24.35,7
885,39613,17,2024-07-16,1,59.94,59.94,7
886,39654,24,2024-07-09,2,14.18,28.36,7
887,39777,32,2024-07-28,1,30.22,30.22,7
888,39803,12,2024-07-31,2,25.36,50.72,7
889,39890,3,2024-07-17,1,149.02,149.02,7
890,39914,33,2024-07-03,1,53.69,53.69,7
891,39980,20,2024-07-19,1,15.01,15.01,7
892,40030,24,2024-07-04,1,13.76,13.76,7
893,40059,34,2024-07-18,2,21.2,42.4,7
894,40078,17,2024-07-20,1,64.16,64.16,7
895,40143,29,2024-07-14,1,36.95,36.95,7
896,40154,27,2024-07-11,2,156.83,313.66,7
897,40155,23,2024-07-16,1,9.75,9.75,7
898,40198,16,2024-07-04,1,34.41,34.41,7
899,40224,21,2024-07-29,2,31.44,62.88,7
900,40245,23,2024-07-25,2,10.0,20.0,7
901,40283,20,2024-07-02,2,15.06,30.12,7
902,40299,9,2024-07-07,3,21.21,63.63,7
903,40315,18,2024-07-29,1,20.22,20.22,7
904,40324,17,2024-07-16,1,68.57,68.57,7
905,40330,12,2024-07-20,1,25.54,25.54,7
906,40513,32,2024-07-21,1,28.92,28.92,7
907,40524,33,2024-07-17,1,59.26,59.26,7
908,40534,36,2024-07-27,1,14.67,14.67,7
909,40586,13,2024-07-14,1,197.1,197.1,7
910,40601,28,2024-07-19,1,77.9,77.9,7
911,40661,11,2024-07-30,1,37.39,37.39,7
912,40677,19,2024-07-02,1,19.3,19.3,7
913,40711,24,2024-07-23,1,14.1,14.1,7
914,40717,9,2024-07-17,2,23.54,47.08,7
915,40732,28,2024-07-20,1,72.73,72.73,7
916,40798,32,2024-07-01,1,26.07,26.07,7
917,40817,11,2024-07-03,2,36.84,73.68,7
918,40850,19,2024-07-04,2,18.76,37.52,7
919,40870,2,2024-07-03,2,81.47,162.94,7
920,40876,22,2024-07-17,4,16.52,66.08,7
921,40885,33,2024-07-18,1,58.27,58.27,7
922,40896,3,2024-07-27,1,153.48,153.48,7
923,40954,31,2024-08-27,1,32.84,32.84,8
924,41011,14,2024-08-19,1,93.62,93.62,8
925,41081,30,2024-08-25,1,22.5,22.5,8
926,41137,17,2024-08-04,3,61.91,185.73,8
927,41157,32,2024-08-13,1,27.29,27.29,8
928,41165,7,2024-08-27,1,98.26,98.26,8
929,41206,24,2024-08-28,1,16.47,16.47,8
930,41212,28,2024-08-24,1,78.53,78.53,8
931,41234,23,2024-08-24,3,9.83,29.49,8
932,41254,32,2024-08-20,2,29.88,59.76,8
933,41299,18,2024-08-02,1,24.04,24.04,8
934,41314,12,2024-08-31,2,24.93,49.86,8
935,41329,28,2024-08-27,1,76.32,76.32,8
936,41350,12,2024-08-07,1,24.7,24.7,8
937,41407,11,2024-08-26,1,37.02,37.02,8
938,41455,33,2024-08-15,1,54.32,54.32,8
939,41497,23,2024-08-30,4,9.47,37.88,8
940,41504,10,2024-08-24,2,60.68,121.36,8
941,41543,10,2024-08-30,2,52.74,105.48,8
942,41544,33,2024-08-29,1,53.02,53.02,8
943,41554,8,2024-08-27,1,114.83,114.83,8
944,41683,20,2024-08-12,2,15.56,31.12,8
945,41716,25,2024-08-13,2,42.85,85.7,8
946,41845,19,2024-08-17,3,17.45,52.35,8
947,41857,19,2024-08-27,1,16.89,16.89,8
948,41936,27,2024-08-03,1,164.21,164.21,8
949,41974,32,2024-08-18,1,25.25,25.25,8
950,42030,11,2024-08-03,1,35.81,35.81,8
951,42068,7,2024-08-11,1,104.26,104.26,8
952,42072,26,2024-08-21,1,26.55,26.55,8
953,42187,4,2024-08-14,1,53.25,53.25,8
954,42202,21,2024-08-11,3,30.53,91.59,8
955,42249,28,2024-08-14,1,71.43,71.43,8
956,42276,19,2024-08-05,4,17.22,68.88,8
957,42284,10,2024-08-10,4,62.1,248.4,8
958,42383,22,2024-08-19,1,16.29,16.29,8
959,42432,36,2024-08-10,1,15.08,15.08,8
960,42441,23,2024-08-06,1,9.77,9.77,8
961,42507,3,2024-08-31,2,142.64,285.28,8
962,42576,27,2024-08-06,1,173.1,173.1,8
963,42590,32,2024-08-16,2,29.17,58.34,8
964,42632,20,2024-08-29,1,16.04,16.04,8
965,42688,21,2024-08-26,3,35.09,105.27,8
966,42743,9,2024-08-13,2,23.38,46.76,8
967,42771,23,2024-08-25,1,10.9,10.9,8
968,42834,20,2024-08-29,1,16.68,16.68,8
969,42858,2,2024-08-30,1,72.43,72.43,8
970,42870,13,2024-08-10,1,178.49,178.49,8
971,42925,32,2024-08-16,1,30.28,30.28,8
972,43004,24,2024-08-15,1,14.4,14.4,8
973,43020,33,2024-08-22,2,51.8,103.6,8
974,43026,16,2024-08-17,1,35.75,35.75,8
975,43059,35,2024-08-10,1,37.95,37.95,8
976,43097,10,2024-08-07,2,63.44,126.88,8
977,43370,14,2024-08-26,1,101.23,101.23,8
978,43487,16,2024-08-05,3,35.1,105.3,8
979,43527,19,2024-08-29,1,19.66,19.66,8
980,43570,36,2024-08-26,2,17.17,34.34,8
981,43586,21,2024-08-30,1,30.67,30.67,8
982,43653,18,2024-08-23,2,23.75,47.5,8
983,43660,19,2024-08-13,1,19.73,19.73,8
984,43689,27,2024-08-06,2,155.77,311.54,8
985,43802,34,2024-08-25,1,21.09,21.09,8
986,43838,19,2024-08-04,1,18.58,18.58,8
987,44081,23,2024-08-18,1,9.85,9.85,8
988,44160,32,2024-08-11,1,26.52,26.52,8
989,44184,18,2024-08-01,1,22.68,22.68,8
990,44245,16,2024-08-12,1,35.23,35.23,8
991,44255,25,2024-08-15,1,44.38,44.38,8
992,44285,24,2024-08-08,1,15.36,15.36,8
993,44286,20,2024-08-07,1,16.67,16.67,8
994,44308,15,2024-08-30,1,47.8,47.8,8
995,44311,33,2024-08-21,1,50.57,50.57,8
996,44334,27,2024-08-25,1,165.44,165.44,8
997,44386,25,2024-08-04,1,41.94,41.94,8
998,44445,29,2024-08-31,2,31.59,63.18,8
999,44496,22,2024-08-05,2,18.67,37.34,8
1000,44499,17,2024-08-26,1,69.64,69.64,8
1001,44559,19,2024-08-25,1,16.94,16.94,8
1002,44563,33,2024-08-05,1,50.61,50.61,8
1003,44564,8,2024-08-24,1,121.73,121.73,8
1004,44641,6,2024-08-30,4,65.55,262.2,8
1005,44647,31,2024-08-10,1,32.09,32.09,8
1006,44673,6,2024-08-28,2,74.61,149.22,8
1007,44692,7,2024-08-22,2,90.52,181.04,8
1008,44789,24,2024-08-16,1,16.1,16.1,8
1009,44838,19,2024-08-10,1,17.98,17.98,8
1010,44881,29,2024-08-14,1,38.31,38.31,8
1011,44905,24,2024-08-22,2,14.9,29.8,8
1012,44986,23,2024-08-02,4,9.43,37.72,8
1013,45068,24,2024-08-02,1,15.29,15.29,8
1014,45220,26,2024-08-31,1,27.35,27.35,8
1015,45234,33,2024-08-01,3,58.74,176.22,8
1016,45272,26,2024-08-05,3,28.83,86.49,8
1017,45343,23,2024-08-17,2,9.1,18.2,8
1018,45456,4,2024-08-09,1,48.37,48.37,8
1019,45561,7,2024-08-04,2,99.58,199.16,8
1020,45712,22,2024-08-15,1,16.66,16.66,8
1021,45723,6,2024-08-14,1,75.24,75.24,8
1022,45772,6,2024-08-03,1,64.92,64.92,8
1023,45811,12,2024-08-20,2,25.95,51.9,8
1024,45886,23,2024-08-18,1,9.34,9.34,8
1025,45901,13,2024-08-25,1,196.68,196.68,8
1026,45994,9,2024-08-30,1,22.74,22.74,8
1027,45995,23,2024-08-31,1,9.2,9.2,8
1028,46006,2,2024-08-26,1,79.28,79.28,8
1029,46095,26,2024-08-29,1,27.94,27.94,8
1030,46116,12,2024-08-28,3,23.1,69.3,8
1031,46131,16,2024-08-01,1,41.09,41.09,8
1032,46163,8,2024-08-30,1,119.96,119.96,8
1033,46209,2,2024-08-04,1,75.39,75.39,8
1034,46211,27,2024-08-19,1,169.36,169.36,8
1035,46219,8,2024-08-29,1,116.39,116.39,8
1036,46250,32,2024-08-18,1,29.39,29.39,8
1037,46323,18,2024-08-23,1,22.92,22.92,8
1038,46501,19,2024-08-20,2,19.06,38.12,8
1039,46580,23,2024-08-08,2,10.45,20.9,8
1040,46595,35,2024-08-12,1,40.75,40.75,8
1041,46695,15,2024-08-02,2,43.91,87.82,8
1042,46696,25,2024-08-04,1,38.66,38.66,8
1043,46705,13,2024-08-05,3,175.73,527.19,8
1044,46754,2,2024-08-01,1,84.29,84.29,8
1045,46755,31,2024-08-30,2,32.91,65.82,8
1046,46767,17,2024-08-16,2,65.14,130.28,8
1047,46896,29,2024-08-25,1,37.2,37.2,8
1048,46956,8,2024-08-25,3,108.5,325.5,8
1049,46980,35,2024-08-13,3,38.19,114.57,8
1050,46985,10,2024-08-20,1,54.15,54.15,8
1051,47080,21,2024-08-07,4,33.14,132.56,8
1052,47193,33,2024-08-18,3,58.39,175.17,8
1053,47410,22,2024-09-22,1,15.69,15.69,9
1054,47528,24,2024-09-27,1,15.39,15.39,9
1055,47552,18,2024-09-27,1,21.98,21.98,9
1056,47577,20,2024-09-22,1,17.0,17.0,9
1057,47661,3,2024-09-22,1,135.89,135.89,9
1058,47665,35,2024-09-21,2,39.77,79.54,9
1059,47790,29,2024-09-20,1,38.11,38.11,9
1060,47797,33,2024-09-11,1,58.01,58.01,9
1061,47866,29,2024-09-24,1,34.17,34.17,9
1062,47945,14,2024-09-08,1,105.56,105.56,9
1063,47958,18,2024-09-03,2,22.12,44.24,9
1064,47961,16,2024-09-19,2,35.77,71.54,9
1065,47986,23,2024-09-05,2,9.51,19.02,9
1066,48213,29,2024-09-17,1,36.61,36.61,9
1067,48228,7,2024-09-27,1,101.35,101.35,9
1068,48249,23,2024-09-26,3,9.95,29.85,9
1069,48252,17,2024-09-06,4,62.16,248.64,9
1070,48255,30,2024-09-25,1,23.71,23.71,9
1071,48293,20,2024-09-17,1,14.43,14.43,9
